algo,avg_eval,avg_report,best_eval,best_report,eval_mode,feasible_rate,gen,gen_best_eval,gen_best_report,generations,pop,ratio_to_remove,report_mode,run_id,seed
ga,4240.106666666667,3710.91,23595,23595,penalized,0.20333333333333334,0,23595,23595,300,300,0.1,strict,cfg2,0
ga,12008.453333333333,10011.22,25198,25198,penalized,0.4166666666666667,5,25198,25198,300,300,0.1,strict,cfg2,0
ga,21937.533333333333,16509.91,26180,26180,penalized,0.6433333333333333,10,26180,26180,300,300,0.1,strict,cfg2,0
ga,23523.876666666667,18710.323333333334,26471,26471,penalized,0.7133333333333334,15,26471,26471,300,300,0.1,strict,cfg2,0
ga,25310.93,22520.533333333333,26817,26817,penalized,0.85,20,26817,26817,300,300,0.1,strict,cfg2,0
ga,26346.56333333333,24553.1,26817,26817,penalized,0.9166666666666666,25,26817,26817,300,300,0.1,strict,cfg2,0
ga,26321.873333333333,24660.393333333333,26817,26817,penalized,0.92,30,26817,26817,300,300,0.1,strict,cfg2,0
ga,26360.28,24661.003333333334,26817,26817,penalized,0.92,35,26817,26817,300,300,0.1,strict,cfg2,0
ga,26402.26,24666.96,26817,26817,penalized,0.92,40,26817,26817,300,300,0.1,strict,cfg2,0
ga,26406.556666666667,24927.24,26817,26817,penalized,0.93,45,26817,26817,300,300,0.1,strict,cfg2,0
ga,26380.036666666667,25015.076666666668,26817,26817,penalized,0.9333333333333333,50,26817,26817,300,300,0.1,strict,cfg2,0
ga,26205.073333333334,24564.606666666667,26817,26817,penalized,0.9166666666666666,55,26817,26817,300,300,0.1,strict,cfg2,0
ga,26468.446666666667,25374.853333333333,26817,26817,penalized,0.9466666666666667,60,26817,26817,300,300,0.1,strict,cfg2,0
ga,26113.16,24119.256666666668,26817,26817,penalized,0.9,65,26817,26817,300,300,0.1,strict,cfg2,0
ga,26225.896666666667,24383.883333333335,26817,26817,penalized,0.91,70,26817,26817,300,300,0.1,strict,cfg2,0
ga,26228.803333333333,24201.9,26817,26817,penalized,0.9033333333333333,75,26817,26817,300,300,0.1,strict,cfg2,0
