algo,avg_eval,avg_report,best_eval,best_report,eval_mode,feasible_rate,gen,gen_best_eval,gen_best_report,generations,pop,ratio_to_remove,report_mode,run_id,seed
ga,3897.37,3468.1866666666665,24301,24301,penalized,0.18666666666666668,0,24301,24301,300,300,0.1,strict,cfg2,1
ga,6305.926666666666,5539.696666666667,24914,24914,penalized,0.24333333333333335,5,24914,24914,300,300,0.1,strict,cfg2,1
ga,24000.376666666667,20852.99,26433,26433,penalized,0.8166666666666667,10,26433,26433,300,300,0.1,strict,cfg2,1
ga,22334.886666666665,17604.496666666666,27162,27162,penalized,0.6633333333333333,15,27162,27162,300,300,0.1,strict,cfg2,1
ga,26067.01,23799.763333333332,27162,27162,penalized,0.8766666666666667,20,27162,27162,300,300,0.1,strict,cfg2,1
ga,26431.246666666666,24525.37,27162,27162,penalized,0.9033333333333333,25,27162,27162,300,300,0.1,strict,cfg2,1
ga,26483.3,24437.446666666667,27162,27162,penalized,0.9,30,27162,27162,300,300,0.1,strict,cfg2,1
ga,26565.146666666667,24701.226666666666,27162,27162,penalized,0.91,35,27162,27162,300,300,0.1,strict,cfg2,1
ga,26408.006666666668,24427.956666666665,27162,27162,penalized,0.9,40,27162,27162,300,300,0.1,strict,cfg2,1
ga,26390.976666666666,24436.933333333334,27162,27162,penalized,0.9,45,27162,27162,300,300,0.1,strict,cfg2,1
ga,26464.04,24888.546666666665,27162,27162,penalized,0.9166666666666666,50,27162,27162,300,300,0.1,strict,cfg2,1
ga,26546.7,24524.653333333332,27162,27162,penalized,0.9033333333333333,55,27162,27162,300,300,0.1,strict,cfg2,1
ga,26298.233333333334,24336.8,27162,27162,penalized,0.8966666666666666,60,27162,27162,300,300,0.1,strict,cfg2,1
ga,26555.2,24790.27,27162,27162,penalized,0.9133333333333333,65,27162,27162,300,300,0.1,strict,cfg2,1
ga,26655.016666666666,24888.18666666667,27162,27162,penalized,0.9166666666666666,70,27162,27162,300,300,0.1,strict,cfg2,1
ga,26556.843333333334,25059.056666666667,27162,27162,penalized,0.9233333333333333,75,27162,27162,300,300,0.1,strict,cfg2,1
