algo,cfg_id,elitism,fitness_mode,generations,init_constructive_ratio,init_strategy,mutation_strength,p_crossover,p_mut_move,p_mut_presence,p_mut_resupport,p_mut_rot,phase,pop_size,prob_presence_init,ratio_to_remove,report_mode,score_from_conv,seed,selection,source_file,threshold_keep_ratio,tournament_k
ga,6ac774cf,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,24896.0,1,tournament,ga_A_A033_rtr0.10_pm0.35_prs0.40_init0.2_pc0.9_6ac774cf_seed1.csv,0.25,5
ga,6ac774cf,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,23714.0,2,tournament,ga_A_A033_rtr0.10_pm0.35_prs0.40_init0.2_pc0.9_6ac774cf_seed2.csv,0.25,5
ga,5d9fda21,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,25425.0,0,tournament,ga_A_A034_rtr0.10_pm0.35_prs0.40_init1.0_pc0.7_5d9fda21_seed0.csv,0.25,5
ga,5d9fda21,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,25193.0,1,tournament,ga_A_A034_rtr0.10_pm0.35_prs0.40_init1.0_pc0.7_5d9fda21_seed1.csv,0.25,5
ga,5d9fda21,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,23592.0,2,tournament,ga_A_A034_rtr0.10_pm0.35_prs0.40_init1.0_pc0.7_5d9fda21_seed2.csv,0.25,5
ga,a869c639,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,25425.0,0,tournament,ga_A_A035_rtr0.10_pm0.35_prs0.40_init1.0_pc0.9_a869c639_seed0.csv,0.25,5
ga,a869c639,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,25193.0,1,tournament,ga_A_A035_rtr0.10_pm0.35_prs0.40_init1.0_pc0.9_a869c639_seed1.csv,0.25,5
ga,a869c639,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.4,0.1,A,300,0.7,0.1,strict,23592.0,2,tournament,ga_A_A035_rtr0.10_pm0.35_prs0.40_init1.0_pc0.9_a869c639_seed2.csv,0.25,5
ga,78ef12cc,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,28797.0,0,tournament,ga_A_A036_rtr0.20_pm0.10_prs0.00_init0.2_pc0.7_78ef12cc_seed0.csv,0.25,5
ga,78ef12cc,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,27986.0,1,tournament,ga_A_A036_rtr0.20_pm0.10_prs0.00_init0.2_pc0.7_78ef12cc_seed1.csv,0.25,5
ga,78ef12cc,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,26860.0,2,tournament,ga_A_A036_rtr0.20_pm0.10_prs0.00_init0.2_pc0.7_78ef12cc_seed2.csv,0.25,5
ga,22b98982,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,27995.0,0,tournament,ga_A_A037_rtr0.20_pm0.10_prs0.00_init0.2_pc0.9_22b98982_seed0.csv,0.25,5
ga,22b98982,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,27474.0,1,tournament,ga_A_A037_rtr0.20_pm0.10_prs0.00_init0.2_pc0.9_22b98982_seed1.csv,0.25,5
ga,22b98982,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,26796.0,2,tournament,ga_A_A037_rtr0.20_pm0.10_prs0.00_init0.2_pc0.9_22b98982_seed2.csv,0.25,5
ga,303e75bc,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,29369.0,0,tournament,ga_A_A038_rtr0.20_pm0.10_prs0.00_init1.0_pc0.7_303e75bc_seed0.csv,0.25,5
ga,303e75bc,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,28058.0,1,tournament,ga_A_A038_rtr0.20_pm0.10_prs0.00_init1.0_pc0.7_303e75bc_seed1.csv,0.25,5
ga,303e75bc,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,28788.0,2,tournament,ga_A_A038_rtr0.20_pm0.10_prs0.00_init1.0_pc0.7_303e75bc_seed2.csv,0.25,5
ga,6bd8c98b,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,28725.0,0,tournament,ga_A_A039_rtr0.20_pm0.10_prs0.00_init1.0_pc0.9_6bd8c98b_seed0.csv,0.25,5
ga,6bd8c98b,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,29006.0,1,tournament,ga_A_A039_rtr0.20_pm0.10_prs0.00_init1.0_pc0.9_6bd8c98b_seed1.csv,0.25,5
ga,6bd8c98b,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.0,0.1,A,300,0.7,0.2,strict,27995.0,2,tournament,ga_A_A039_rtr0.20_pm0.10_prs0.00_init1.0_pc0.9_6bd8c98b_seed2.csv,0.25,5
ga,4498aacf,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25032.0,0,tournament,ga_A_A040_rtr0.20_pm0.10_prs0.20_init0.2_pc0.7_4498aacf_seed0.csv,0.25,5
ga,4498aacf,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25359.0,1,tournament,ga_A_A040_rtr0.20_pm0.10_prs0.20_init0.2_pc0.7_4498aacf_seed1.csv,0.25,5
ga,4498aacf,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,24783.0,2,tournament,ga_A_A040_rtr0.20_pm0.10_prs0.20_init0.2_pc0.7_4498aacf_seed2.csv,0.25,5
ga,eb3b127a,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A041_rtr0.20_pm0.10_prs0.20_init0.2_pc0.9_eb3b127a_seed0.csv,0.25,5
ga,eb3b127a,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A041_rtr0.20_pm0.10_prs0.20_init0.2_pc0.9_eb3b127a_seed1.csv,0.25,5
ga,eb3b127a,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,24658.0,2,tournament,ga_A_A041_rtr0.20_pm0.10_prs0.20_init0.2_pc0.9_eb3b127a_seed2.csv,0.25,5
ga,1b2bdc00,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25708.0,0,tournament,ga_A_A042_rtr0.20_pm0.10_prs0.20_init1.0_pc0.7_1b2bdc00_seed0.csv,0.25,5
ga,1b2bdc00,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,26565.0,1,tournament,ga_A_A042_rtr0.20_pm0.10_prs0.20_init1.0_pc0.7_1b2bdc00_seed1.csv,0.25,5
ga,1b2bdc00,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25713.0,2,tournament,ga_A_A042_rtr0.20_pm0.10_prs0.20_init1.0_pc0.7_1b2bdc00_seed2.csv,0.25,5
ga,d2f027ac,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25815.0,0,tournament,ga_A_A043_rtr0.20_pm0.10_prs0.20_init1.0_pc0.9_d2f027ac_seed0.csv,0.25,5
ga,d2f027ac,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,25819.0,1,tournament,ga_A_A043_rtr0.20_pm0.10_prs0.20_init1.0_pc0.9_d2f027ac_seed1.csv,0.25,5
ga,d2f027ac,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.2,0.1,A,300,0.7,0.2,strict,24470.0,2,tournament,ga_A_A043_rtr0.20_pm0.10_prs0.20_init1.0_pc0.9_d2f027ac_seed2.csv,0.25,5
ga,2bb54998,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A044_rtr0.20_pm0.10_prs0.40_init0.2_pc0.7_2bb54998_seed0.csv,0.25,5
ga,2bb54998,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A044_rtr0.20_pm0.10_prs0.40_init0.2_pc0.7_2bb54998_seed1.csv,0.25,5
ga,2bb54998,2,penalized,300,0.2,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,23714.0,2,tournament,ga_A_A044_rtr0.20_pm0.10_prs0.40_init0.2_pc0.7_2bb54998_seed2.csv,0.25,5
ga,bec04674,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A045_rtr0.20_pm0.10_prs0.40_init0.2_pc0.9_bec04674_seed0.csv,0.25,5
ga,bec04674,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A045_rtr0.20_pm0.10_prs0.40_init0.2_pc0.9_bec04674_seed1.csv,0.25,5
ga,bec04674,2,penalized,300,0.2,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,23714.0,2,tournament,ga_A_A045_rtr0.20_pm0.10_prs0.40_init0.2_pc0.9_bec04674_seed2.csv,0.25,5
ga,962ac64c,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,25567.0,0,tournament,ga_A_A046_rtr0.20_pm0.10_prs0.40_init1.0_pc0.7_962ac64c_seed0.csv,0.25,5
ga,962ac64c,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,25193.0,1,tournament,ga_A_A046_rtr0.20_pm0.10_prs0.40_init1.0_pc0.7_962ac64c_seed1.csv,0.25,5
ga,962ac64c,2,penalized,300,1.0,mixed,0.15,0.7,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,23592.0,2,tournament,ga_A_A046_rtr0.20_pm0.10_prs0.40_init1.0_pc0.7_962ac64c_seed2.csv,0.25,5
ga,4f6c6bea,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,25425.0,0,tournament,ga_A_A047_rtr0.20_pm0.10_prs0.40_init1.0_pc0.9_4f6c6bea_seed0.csv,0.25,5
ga,4f6c6bea,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,25336.0,1,tournament,ga_A_A047_rtr0.20_pm0.10_prs0.40_init1.0_pc0.9_4f6c6bea_seed1.csv,0.25,5
ga,4f6c6bea,2,penalized,300,1.0,mixed,0.15,0.9,0.1,0.05,0.4,0.1,A,300,0.7,0.2,strict,23592.0,2,tournament,ga_A_A047_rtr0.20_pm0.10_prs0.40_init1.0_pc0.9_4f6c6bea_seed2.csv,0.25,5
ga,c16f6f40,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,28507.0,0,tournament,ga_A_A048_rtr0.20_pm0.20_prs0.00_init0.2_pc0.7_c16f6f40_seed0.csv,0.25,5
ga,c16f6f40,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,27986.0,1,tournament,ga_A_A048_rtr0.20_pm0.20_prs0.00_init0.2_pc0.7_c16f6f40_seed1.csv,0.25,5
ga,c16f6f40,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,26348.0,2,tournament,ga_A_A048_rtr0.20_pm0.20_prs0.00_init0.2_pc0.7_c16f6f40_seed2.csv,0.25,5
ga,9b6a26e3,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,28507.0,0,tournament,ga_A_A049_rtr0.20_pm0.20_prs0.00_init0.2_pc0.9_9b6a26e3_seed0.csv,0.25,5
ga,9b6a26e3,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,27986.0,1,tournament,ga_A_A049_rtr0.20_pm0.20_prs0.00_init0.2_pc0.9_9b6a26e3_seed1.csv,0.25,5
ga,9b6a26e3,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,27756.0,2,tournament,ga_A_A049_rtr0.20_pm0.20_prs0.00_init0.2_pc0.9_9b6a26e3_seed2.csv,0.25,5
ga,c774eab8,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,29369.0,0,tournament,ga_A_A050_rtr0.20_pm0.20_prs0.00_init1.0_pc0.7_c774eab8_seed0.csv,0.25,5
ga,c774eab8,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,29006.0,1,tournament,ga_A_A050_rtr0.20_pm0.20_prs0.00_init1.0_pc0.7_c774eab8_seed1.csv,0.25,5
ga,c774eab8,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,25422.0,2,tournament,ga_A_A050_rtr0.20_pm0.20_prs0.00_init1.0_pc0.7_c774eab8_seed2.csv,0.25,5
ga,38985d38,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,28921.0,0,tournament,ga_A_A051_rtr0.20_pm0.20_prs0.00_init1.0_pc0.9_38985d38_seed0.csv,0.25,5
ga,38985d38,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,28663.0,1,tournament,ga_A_A051_rtr0.20_pm0.20_prs0.00_init1.0_pc0.9_38985d38_seed1.csv,0.25,5
ga,38985d38,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.0,0.1,A,300,0.7,0.2,strict,25486.0,2,tournament,ga_A_A051_rtr0.20_pm0.20_prs0.00_init1.0_pc0.9_38985d38_seed2.csv,0.25,5
ga,1fc839ea,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,26572.0,0,tournament,ga_A_A052_rtr0.20_pm0.20_prs0.20_init0.2_pc0.7_1fc839ea_seed0.csv,0.25,5
ga,1fc839ea,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,25262.0,1,tournament,ga_A_A052_rtr0.20_pm0.20_prs0.20_init0.2_pc0.7_1fc839ea_seed1.csv,0.25,5
ga,1fc839ea,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,24510.0,2,tournament,ga_A_A052_rtr0.20_pm0.20_prs0.20_init0.2_pc0.7_1fc839ea_seed2.csv,0.25,5
ga,8ceb8e37,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,24215.0,0,tournament,ga_A_A053_rtr0.20_pm0.20_prs0.20_init0.2_pc0.9_8ceb8e37_seed0.csv,0.25,5
ga,8ceb8e37,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A053_rtr0.20_pm0.20_prs0.20_init0.2_pc0.9_8ceb8e37_seed1.csv,0.25,5
ga,8ceb8e37,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,24804.0,2,tournament,ga_A_A053_rtr0.20_pm0.20_prs0.20_init0.2_pc0.9_8ceb8e37_seed2.csv,0.25,5
ga,f2105295,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,26996.0,0,tournament,ga_A_A054_rtr0.20_pm0.20_prs0.20_init1.0_pc0.7_f2105295_seed0.csv,0.25,5
ga,f2105295,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,26659.0,1,tournament,ga_A_A054_rtr0.20_pm0.20_prs0.20_init1.0_pc0.7_f2105295_seed1.csv,0.25,5
ga,f2105295,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,26348.0,2,tournament,ga_A_A054_rtr0.20_pm0.20_prs0.20_init1.0_pc0.7_f2105295_seed2.csv,0.25,5
ga,18ed5689,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,25707.0,0,tournament,ga_A_A055_rtr0.20_pm0.20_prs0.20_init1.0_pc0.9_18ed5689_seed0.csv,0.25,5
ga,18ed5689,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,25628.0,1,tournament,ga_A_A055_rtr0.20_pm0.20_prs0.20_init1.0_pc0.9_18ed5689_seed1.csv,0.25,5
ga,18ed5689,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.2,0.1,A,300,0.7,0.2,strict,24328.0,2,tournament,ga_A_A055_rtr0.20_pm0.20_prs0.20_init1.0_pc0.9_18ed5689_seed2.csv,0.25,5
ga,28ca2e92,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A056_rtr0.20_pm0.20_prs0.40_init0.2_pc0.7_28ca2e92_seed0.csv,0.25,5
ga,28ca2e92,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A056_rtr0.20_pm0.20_prs0.40_init0.2_pc0.7_28ca2e92_seed1.csv,0.25,5
ga,28ca2e92,2,penalized,300,0.2,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,23714.0,2,tournament,ga_A_A056_rtr0.20_pm0.20_prs0.40_init0.2_pc0.7_28ca2e92_seed2.csv,0.25,5
ga,9ecbe3f1,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A057_rtr0.20_pm0.20_prs0.40_init0.2_pc0.9_9ecbe3f1_seed0.csv,0.25,5
ga,9ecbe3f1,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A057_rtr0.20_pm0.20_prs0.40_init0.2_pc0.9_9ecbe3f1_seed1.csv,0.25,5
ga,9ecbe3f1,2,penalized,300,0.2,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,23714.0,2,tournament,ga_A_A057_rtr0.20_pm0.20_prs0.40_init0.2_pc0.9_9ecbe3f1_seed2.csv,0.25,5
ga,ccec72e6,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,25425.0,0,tournament,ga_A_A058_rtr0.20_pm0.20_prs0.40_init1.0_pc0.7_ccec72e6_seed0.csv,0.25,5
ga,ccec72e6,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,25193.0,1,tournament,ga_A_A058_rtr0.20_pm0.20_prs0.40_init1.0_pc0.7_ccec72e6_seed1.csv,0.25,5
ga,ccec72e6,2,penalized,300,1.0,mixed,0.15,0.7,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,23592.0,2,tournament,ga_A_A058_rtr0.20_pm0.20_prs0.40_init1.0_pc0.7_ccec72e6_seed2.csv,0.25,5
ga,c090ca13,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,25425.0,0,tournament,ga_A_A059_rtr0.20_pm0.20_prs0.40_init1.0_pc0.9_c090ca13_seed0.csv,0.25,5
ga,c090ca13,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,25193.0,1,tournament,ga_A_A059_rtr0.20_pm0.20_prs0.40_init1.0_pc0.9_c090ca13_seed1.csv,0.25,5
ga,c090ca13,2,penalized,300,1.0,mixed,0.15,0.9,0.2,0.05,0.4,0.1,A,300,0.7,0.2,strict,23592.0,2,tournament,ga_A_A059_rtr0.20_pm0.20_prs0.40_init1.0_pc0.9_c090ca13_seed2.csv,0.25,5
ga,ffc6e301,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,28797.0,0,tournament,ga_A_A060_rtr0.20_pm0.35_prs0.00_init0.2_pc0.7_ffc6e301_seed0.csv,0.25,5
ga,ffc6e301,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,27986.0,1,tournament,ga_A_A060_rtr0.20_pm0.35_prs0.00_init0.2_pc0.7_ffc6e301_seed1.csv,0.25,5
ga,ffc6e301,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,26901.0,2,tournament,ga_A_A060_rtr0.20_pm0.35_prs0.00_init0.2_pc0.7_ffc6e301_seed2.csv,0.25,5
ga,bcb24e84,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,27957.0,0,tournament,ga_A_A061_rtr0.20_pm0.35_prs0.00_init0.2_pc0.9_bcb24e84_seed0.csv,0.25,5
ga,bcb24e84,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,27986.0,1,tournament,ga_A_A061_rtr0.20_pm0.35_prs0.00_init0.2_pc0.9_bcb24e84_seed1.csv,0.25,5
ga,bcb24e84,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,26284.0,2,tournament,ga_A_A061_rtr0.20_pm0.35_prs0.00_init0.2_pc0.9_bcb24e84_seed2.csv,0.25,5
ga,8c59cc81,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,28725.0,0,tournament,ga_A_A062_rtr0.20_pm0.35_prs0.00_init1.0_pc0.7_8c59cc81_seed0.csv,0.25,5
ga,8c59cc81,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,29006.0,1,tournament,ga_A_A062_rtr0.20_pm0.35_prs0.00_init1.0_pc0.7_8c59cc81_seed1.csv,0.25,5
ga,8c59cc81,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,27330.0,2,tournament,ga_A_A062_rtr0.20_pm0.35_prs0.00_init1.0_pc0.7_8c59cc81_seed2.csv,0.25,5
ga,5efe19be,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,28921.0,0,tournament,ga_A_A063_rtr0.20_pm0.35_prs0.00_init1.0_pc0.9_5efe19be_seed0.csv,0.25,5
ga,5efe19be,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,29454.0,1,tournament,ga_A_A063_rtr0.20_pm0.35_prs0.00_init1.0_pc0.9_5efe19be_seed1.csv,0.25,5
ga,5efe19be,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.0,0.1,A,300,0.7,0.2,strict,27778.0,2,tournament,ga_A_A063_rtr0.20_pm0.35_prs0.00_init1.0_pc0.9_5efe19be_seed2.csv,0.25,5
ga,f1943204,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,24332.0,0,tournament,ga_A_A064_rtr0.20_pm0.35_prs0.20_init0.2_pc0.7_f1943204_seed0.csv,0.25,5
ga,f1943204,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,25242.0,1,tournament,ga_A_A064_rtr0.20_pm0.35_prs0.20_init0.2_pc0.7_f1943204_seed1.csv,0.25,5
ga,f1943204,2,penalized,300,0.2,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,24600.0,2,tournament,ga_A_A064_rtr0.20_pm0.35_prs0.20_init0.2_pc0.7_f1943204_seed2.csv,0.25,5
ga,468fb500,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,24207.0,0,tournament,ga_A_A065_rtr0.20_pm0.35_prs0.20_init0.2_pc0.9_468fb500_seed0.csv,0.25,5
ga,468fb500,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,24896.0,1,tournament,ga_A_A065_rtr0.20_pm0.35_prs0.20_init0.2_pc0.9_468fb500_seed1.csv,0.25,5
ga,468fb500,2,penalized,300,0.2,mixed,0.15,0.9,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,23714.0,2,tournament,ga_A_A065_rtr0.20_pm0.35_prs0.20_init0.2_pc0.9_468fb500_seed2.csv,0.25,5
ga,6a5f7bc4,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,26802.0,0,tournament,ga_A_A066_rtr0.20_pm0.35_prs0.20_init1.0_pc0.7_6a5f7bc4_seed0.csv,0.25,5
ga,6a5f7bc4,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,26635.0,1,tournament,ga_A_A066_rtr0.20_pm0.35_prs0.20_init1.0_pc0.7_6a5f7bc4_seed1.csv,0.25,5
ga,6a5f7bc4,2,penalized,300,1.0,mixed,0.15,0.7,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,24884.0,2,tournament,ga_A_A066_rtr0.20_pm0.35_prs0.20_init1.0_pc0.7_6a5f7bc4_seed2.csv,0.25,5
ga,1d3c7175,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,25682.0,0,tournament,ga_A_A067_rtr0.20_pm0.35_prs0.20_init1.0_pc0.9_1d3c7175_seed0.csv,0.25,5
ga,1d3c7175,2,penalized,300,1.0,mixed,0.15,0.9,0.35,0.05,0.2,0.1,A,300,0.7,0.2,strict,25879.0,1,tournament,ga_A_A067_rtr0.20_pm0.35_prs0.20_init1.0_pc0.9_1d3c7175_seed1.csv,0.25,5
