name,n,best_fitness_mean,best_fitness_std,util_mean,util_std,sec_mean,sec_std
random_search,3,22195.0,1089.4971317080187,0.517667638483965,0.02541101181826286,1.773816700015838,0.04472259890778185
ga (cfg0),3,27419.333333333332,312.4521296668233,0.6395179786200195,0.007287513228380709,161.07735583337487,30.86206817830606
